Title,Name,Desc,Attribute
illegal shipwright,IllegalShipwright76,"There is a law that says that you're not allowed to put terawatt-range grasers on a cargo scow. Especially if you hide them under what looks like a communications dish for better ambush potential. [PAWN_nameDef] discovered that there is great profit to be made, however, from those who are uninterested in these laws.",Construction+7	
gigolo,Gigolo30,[PAWN_nameDef] was used for [PAWN_possessive] body by hundreds of customers in brothels on several planets. [PAWN_pronoun] gained some mental marks and a special kind of street smarts.,Social+8	Melee+3	
space marine,SpaceMarine16,"[PAWN_nameDef] was a warrior in an Imperial navy. [PAWN_possessive] job was to punch into enemy starships, gun down the crew, and capture the ship intact. And [PAWN_pronoun] was good at it.",Melee+5	Shooting+7	
assassin,Assassin20,"[PAWN_nameDef] was a professional assassin. [PAWN_pronoun] was cold, calculating, and made a good profit. In this business, an utter lack of empathy was an asset.",Melee+10	Shooting+10	
mad scientist,MadScientist22,"Stripped of [PAWN_possessive] life's work and exiled after [PAWN_possessive] unethical experiments on the survivors of the Callos IX incident were published, [PAWN_nameDef] learned the skills necessary to survive in the outer rim.

Continuing [PAWN_possessive] research with nothing left to lose, [PAWN_pronoun] made minions to carry out the tasks that bored him.",Intellectual+5	Shooting+5	Medicine+4	Crafting+2	
civil engineer,CivilEngineer2,[PAWN_nameDef] was a well-known civil engineer. [PAWN_possessive] job involved designing and maintaining rock fortification structures. [PAWN_pronoun] did enough statistical analysis to keep [PAWN_possessive] mind sharp.,Construction+7	Intellectual+3	Mining+2	Social-3	
army cook,ArmyCook0,"[PAWN_nameDef] joined the army as a worker and spent most of [PAWN_possessive] time cooking and repairing. While [PAWN_pronoun] was stationed on a dangerous planet, [PAWN_pronoun] underwent basic shooting and survival training.",Construction+2	Intellectual-2	Shooting+2	Melee+2	Cooking+3	Crafting+1	
urbworld politican,UrbworldPolitican92,"It's no secret that the Companies own much of the urbworlds, but someone has to take the bribes. [PAWN_nameDef] was one such figurehead.

[PAWN_pronoun] learned how to manipulate the hopes and dreams of the people while living comfortably in a penthouse.",Social+8	
graphic designer,GraphicDesigner33,"[PAWN_nameDef]' interest in artistic expression led [PAWN_objective] to become a designer. [PAWN_possessive] eye for detail made [PAWN_objective] a reasonably well-known artist on [PAWN_possessive] planet, though [PAWN_possessive] meticulousness often led [PAWN_objective] to spend too much time perfecting a single project.",Artistic+7	Crafting+1	
space technician,SpaceTechnician29,[PAWN_nameDef] finally managed to flee [PAWN_possessive] criminal life by getting a maintenance job on a nearby space station. [PAWN_pronoun] performed multiple repairing and building operations. [PAWN_pronoun] also used to participate in basic research activities and often defused co-workers' arguments. [PAWN_pronoun] never liked doing art.,Construction+5	Intellectual+1	Mining+2	Social+1	
doomsday pariah,DoomsdayPariah18,"[PAWN_nameDef] managed to open a vault of otherworldly technology while scavenging a dig site. [PAWN_pronoun] unwittingly triggered a doomsday device that cleansed the planet of all life. More interested in the tech than human life, [PAWN_pronoun] boarded the vault's spacecraft and departed to find more relics to abuse.",Construction+2	Intellectual+3	Shooting+2	Melee+2	Crafting+2	
combat engineer,CombatEngineer30,"[PAWN_nameDef] was recruited by the military as an engineer and set to work improving the navy's space shuttles. The harsh training taught [PAWN_objective] how to build and repair military vehicles and structures.

One mission left [PAWN_nameDef] with pyrophobia and a strong desire to avoid plants.",Construction+6	Intellectual+3	Shooting+4	Social-3	Cooking-2	Medicine+2	Crafting+2	
military engineer,MilitaryEngineer45,"[PAWN_nameDef] worked as an engineer for a colonial military. [PAWN_pronoun] got to play with weapons, murder-drones, and other 'fun' stuff.

[PAWN_pronoun] specialized in repairing and modifying mechanoids' tools. Sometimes [PAWN_pronoun] tested them [PAWN_objective]self.",Construction+3	Shooting+3	Melee+1	Crafting+4	
coliseum fighter,ColiseumFighter22,"Applying the knowledge that [PAWN_pronoun] gained from years around fighters, [PAWN_pronoun] became a successful gladiator in the coliseum that [PAWN_pronoun] once cleaned.",Intellectual+2	Shooting+5	Social-1	Crafting+3	
fighter controller,FighterController67,"During the Zartha crisis, [PAWN_nameDef] fought across many worlds, providing the vital link between the ground and the air as a fighter controller. During the campaign, [PAWN_pronoun] saw friends injured and killed. This mental trauma haunts [PAWN_possessive] dreams to this day, but [PAWN_possessive] aim remains sharp.",Shooting+5	Melee+5	Social+2	Cooking+1	Medicine+3	
fervent researcher,FerventResearcher72,"As a young adult, [PAWN_nameDef] was sure that [PAWN_possessive] planet and its people were nearing their time of transcendence.

A firm belief that [PAWN_possessive] research would be the catalyst drove [PAWN_objective] to increasingly alarming acts as bureaucrats and bioethics committees worked to stall [PAWN_possessive] progress.",Intellectual+6	Shooting+2	Medicine+8	
vengeful explorer,VengefulExplorer54,"A violent drifter without a home, [PAWN_nameDef] and [PAWN_possessive] father fought many battles across hundreds of years. [PAWN_pronoun] became a grizzled fighter and crack shot.

After [PAWN_possessive] father's death in battle, [PAWN_nameDef] began exploring the stars alone, seeking [PAWN_possessive] father's killer, on the hunt for revenge.",Construction+4	Shooting+6	Melee+5	
banished soldier,BanishedSoldier85,"[PAWN_nameDef] became the most physically intimidating of the slaves, spending [PAWN_possessive] little free time obsessively sculpting [PAWN_possessive] body. [PAWN_possessive] efforts eventually paid off when the lord offered [PAWN_objective] a job as a personal bodyguard.

Later, when [PAWN_pronoun] plotted to use [PAWN_possessive] position to kill the lord and free the slaves, [PAWN_pronoun] was discovered and barely escaped with [PAWN_possessive] life.",Melee+7	
stalwart farmer,StalwartFarmer21,"With the farm under constant threat from brigands, [PAWN_nameDef] learned to defend [PAWN_objective]self with [PAWN_possessive] father's hunting rifle. [PAWN_pronoun] also mastered how to construct fences to keep livestock in and the local wildlife out. [PAWN_nameDef] tried to paint a picture of [PAWN_possessive] home and learned [PAWN_pronoun] can only draw scribbles and ducks.",Construction+3	Plants+3	Intellectual-2	Mining+2	Shooting+5	Melee+2	
space researcher,SpaceResearcher25,"[PAWN_nameDef] inherited [PAWN_possessive] parents' ship and carried on their research.

[PAWN_possessive] childhood experiences with diverse cultures allowed [PAWN_objective] to preserve [PAWN_possessive] caring nature despite spending most of [PAWN_possessive] life isolated in space.",Plants+2	Intellectual+6	Mining-1	Crafting+3	
genetic scientist,GeneticScientist66,"After the war [PAWN_pronoun] joined a genetic engineering firm. [PAWN_pronoun] worked on enhancements for humans and livestock. [PAWN_possessive] experience in inflicting and healing wounds was very beneficial to [PAWN_possessive] work, but [PAWN_pronoun] developed a black sense of humor. This made social gatherings awkward.",Intellectual+4	Shooting+2	Medicine+3	
reporter,Reporter71,"[PAWN_nameDef] spent many years as an investigative reporter. [PAWN_pronoun] was notorious for making chaotic reports from exotic locations.

Although seen as a lightweight by [PAWN_possessive] critics, [PAWN_pronoun] managed to break several high-profile stories after lengthy investigations.",Intellectual+2	Social+4	Artistic+3	
pop idol,PopIdol59,"[PAWN_nameDef] performed and did interviews constantly. [PAWN_pronoun] refined [PAWN_possessive] skills in dancing and singing, and became a master of social presentation.",Shooting-4	Melee-4	Social+8	Artistic+8	
unstable butcher,UnstableButcher31,"[PAWN_nameDef] began hearing voices. The animals were talking to [PAWN_objective], insulting him. [PAWN_pronoun] came to hate them, and eventually killed [PAWN_possessive] furry former friends. [PAWN_pronoun] started selling the meat just to get human interaction.",Construction+4	Intellectual-4	Mining+3	Melee+6	Social+2	Medicine-3	
archaeologist,Archaeologist85,"[PAWN_pronoun] was trapped in an uninspired life. One day, [PAWN_pronoun] jumped on a ship to learn archaeology and see the universe.

[PAWN_pronoun] learned how to survive. [PAWN_pronoun] also learned about people - although [PAWN_pronoun] understood the dead better than the living.",Construction+4	Intellectual+5	Shooting+2	Social-2	Crafting+2	
pirate king,PirateKing69,"With no real care for other people, [PAWN_nameDef] fit in perfectly with the pirate crew that had once held [PAWN_objective] captive. Shortly after joining the crew, [PAWN_nameDef] began to kill anyone or anything that got in [PAWN_possessive] way—including [PAWN_possessive] crewmates.",Shooting+7	Melee+5	Artistic-2	
military inventor,MilitaryInventor35,"Jackson, in a final act of rebellion, left [PAWN_possessive] father's lab and joined the local Imperial military.

[PAWN_pronoun] used [PAWN_possessive] laboratory skills to design machines of war. At this [PAWN_pronoun] was one of the best on [PAWN_possessive] planet.",Construction+3	Intellectual+3	Shooting+1	Social+2	Crafting+3	
engineered pilot,EngineeredPilot75,"After [PAWN_possessive] province was besieged by one of its neighbors, [PAWN_nameDef] volunteered for a generic modification program that created pilots for the very fighter craft that [PAWN_pronoun] had helped develop. The modifications allowed [PAWN_objective] to pilot the ship, but also made [PAWN_objective] less able to focus on the people around him.

By this time, people were calling [PAWN_objective] ""Squirrel.""",Shooting+5	Melee+2	Social-2	Medicine+2	
bandit leader,BanditLeader74,"[PAWN_nameDef] rose up the ranks of the crime organization, eventually becoming the leader of one of their most remote cells of bandits. [PAWN_possessive] dog Rest never left [PAWN_possessive] side.",Shooting+5	Melee+5	Social+2	
gigolo,Gigolo68,"[PAWN_nameDef] sold [PAWN_objective]self into slavery for money to purchase boomrat pizza. [PAWN_pronoun] was then traded to the Zeglar colonies, where [PAWN_pronoun] worked as a male prostitute.

In a fluke event, [PAWN_pronoun] managed to join other escaping slaves as they hijacked a ship. After fighting with the captain of the slave crew over the last piece of boomrat pizza, [PAWN_nameDef] was sent off the ship in an escape pod.",Shooting+3	Melee+6	Cooking+7	
colonial governor,ColonialGovernor78,"Disillusioned by rampant government corruption, [PAWN_nameDef] ran for governor and won. However, the local gangs and their pet officials soon forced [PAWN_objective] out of power.

[PAWN_pronoun] left the community to return to [PAWN_possessive] life as a marshal.",Construction+3	Shooting+1	Social+6	
mercenary chef,MercenaryChef44,"Following in [PAWN_possessive] family's footsteps, [PAWN_nameDef] was a soldier for hire.

[PAWN_pronoun] was a naturally gifted sharpshooter. However, [PAWN_possessive] real passion is in perfecting a new recipe or dissecting a new gadget.",Construction-3	Mining-3	Shooting+4	Cooking+5	Crafting+5	
cargo pilot,CargoPilot58,[PAWN_nameDef] was brought up by cargo hands on a long-haul ore transport ship. [PAWN_pronoun] perfected [PAWN_possessive] skills at trading and manipulation of people while running weapons between systems.,Construction+2	Mining+1	Shooting+4	Melee+2	Social+1	
